Time,Value,Frequency,Market,Region,DataType,Version,ConvertedTime,
2022-06-08T19:00:00+00:00,814.3345,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 7:00:00 PM,
2022-06-08T19:05:00+00:00,808.5969,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 7:05:00 PM,
2022-06-08T19:10:00+00:00,734.39355,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 7:10:00 PM,
2022-06-08T19:15:00+00:00,750.3423,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 7:15:00 PM,
2022-06-08T19:20:00+00:00,747.37537,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 7:20:00 PM,
2022-06-08T19:25:00+00:00,769.66986,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 7:25:00 PM,
2022-06-08T19:30:00+00:00,754.9138,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 7:30:00 PM,
2022-06-08T19:35:00+00:00,776.71216,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 7:35:00 PM,
2022-06-08T19:40:00+00:00,804.6213,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 7:40:00 PM,
2022-06-08T19:45:00+00:00,804.3353,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 7:45:00 PM,
2022-06-08T19:50:00+00:00,804.66455,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 7:50:00 PM,
2022-06-08T19:55:00+00:00,805.1129,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 7:55:00 PM,
2022-06-08T20:00:00+00:00,778.26074,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 8:00:00 PM,
2022-06-08T20:05:00+00:00,788.23505,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 8:05:00 PM,
2022-06-08T20:10:00+00:00,776.4049,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 8:10:00 PM,
2022-06-08T20:15:00+00:00,771.29926,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 8:15:00 PM,
2022-06-08T20:20:00+00:00,772.00323,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 8:20:00 PM,
2022-06-08T20:25:00+00:00,772.23065,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 8:25:00 PM,
2022-06-08T20:30:00+00:00,772.1981,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 8:30:00 PM,
2022-06-08T20:35:00+00:00,734.7176,0,,CAISO_NORTH,,3.0-1.0.0,6/8/2022 8:35:00 PM,
